"ID","EMPLOYEE_ID","CUSTOMER_ID","ORDER_DATE","SHIPPED_DATE","SHIP_NAME","SHIP_ADDRESS1","SHIP_ADDRESS2","SHIP_CITY","SHIP_STATE","SHIP_POSTAL_CODE","SHIP_COUNTRY","SHIPPING_FEE","PAYMENT_TYPE","PAID_DATE","ORDER_STATUS","CHANGE_DATE"
4118,213,48,2016-12-24 00:00:00.000,2017-01-06 00:00:00.000,Diane Porter,"7 Kensington Center",,Pingyi,,,China,4.6900,Checque,2016-05-31 00:00:00.000,On Hold,2017-01-06 00:00:00.000
4119,205,69,2016-06-30 00:00:00.000,2016-05-01 00:00:00.000,Brandon Myers,"80411 Victoria Center",,Punsu,,,Indonesia,7.8000,Cash,2016-12-28 00:00:00.000,New,2016-12-28 00:00:00.000
4120,220,63,2016-11-11 00:00:00.000,2016-10-30 00:00:00.000,Beverly Garza,"2750 Sullivan Place",,San Jose,,"8427",Philippines,8.1500,Checque,2016-09-23 00:00:00.000,Shipped,2016-11-11 00:00:00.000
4121,220,32,2016-05-05 00:00:00.000,2016-09-05 00:00:00.000,Cynthia Simpson,"0731 Clarendon Point",,Pomichna,,,Ukraine,5.5600,Card,2017-02-23 00:00:00.000,On Hold,2017-02-23 00:00:00.000
4122,201,38,2016-04-24 00:00:00.000,2016-07-30 00:00:00.000,Janet West,"4800 Dottie Parkway",,Tân Kỳ,,,Vietnam,2.6300,Cash,2016-06-17 00:00:00.000,On Hold,2016-07-30 00:00:00.000
4123,214,24,2016-04-04 00:00:00.000,2016-06-11 00:00:00.000,Kevin Stone,"85 Duke Avenue",,Shemonaīkha,,,Kazakhstan,9.9900,Card,2016-09-24 00:00:00.000,On Hold,2016-09-24 00:00:00.000
4124,210,9,2016-09-01 00:00:00.000,2016-06-18 00:00:00.000,Amy Austin,"80663 Almo Park",,Zaječov,,"267 63",Czech Republic,3.5800,Card,2016-08-29 00:00:00.000,Complete,2016-09-01 00:00:00.000
4125,206,78,2017-02-09 00:00:00.000,2016-07-07 00:00:00.000,Gregory Greene,"6 Commercial Junction",,Hudong,,,China,7.3400,Cash,2016-12-26 00:00:00.000,New,2017-02-09 00:00:00.000
4126,215,48,2016-07-30 00:00:00.000,2016-12-25 00:00:00.000,Laura Woods,"115 Ramsey Plaza",,Allentown,Pennsylvania,"18105",United States,4.9200,Checque,2016-09-28 00:00:00.000,On Hold,2016-12-25 00:00:00.000
4127,220,19,2016-03-29 00:00:00.000,2016-05-27 00:00:00.000,Stephanie Reed,"452 Grayhawk Way",,Sicheng,,,China,1.1000,Card,2017-03-14 00:00:00.000,Shipped,2017-03-14 00:00:00.000
4128,208,64,2016-06-03 00:00:00.000,2016-08-13 00:00:00.000,Craig Gonzalez,"6028 West Street",,Kliteh,,,Indonesia,1.7300,Cash,2016-06-23 00:00:00.000,Complete,2016-08-13 00:00:00.000
4129,201,28,2016-09-05 00:00:00.000,2016-04-03 00:00:00.000,Raymond Gomez,"4 Stone Corner Place",,Chechenglu,,,China,4.3200,Card,2016-06-29 00:00:00.000,Complete,2016-09-05 00:00:00.000
4130,215,83,2016-11-14 00:00:00.000,2016-09-13 00:00:00.000,Kenneth Taylor,"7 Nevada Way",,Alīpur,,"34451",Pakistan,5.0700,Card,2016-11-28 00:00:00.000,Complete,2016-11-28 00:00:00.000
4131,203,76,2017-02-01 00:00:00.000,2017-01-04 00:00:00.000,Jose Peters,"2493 Saint Paul Crossing",,Bofuer,,,Indonesia,9.8500,Card,2016-11-18 00:00:00.000,New,2017-02-01 00:00:00.000
4132,207,67,2016-09-02 00:00:00.000,2017-03-10 00:00:00.000,Martin West,"7251 Prairieview Place",,Espinillo,,"3460",Argentina,7.9000,Card,2017-02-05 00:00:00.000,New,2017-03-10 00:00:00.000
4133,208,78,2016-08-27 00:00:00.000,2016-12-26 00:00:00.000,Louise Dunn,"4076 East Trail",,Caramanta,,"056047",Colombia,1.2800,Cash,2016-12-22 00:00:00.000,Shipped,2016-12-26 00:00:00.000
4134,209,93,2016-06-27 00:00:00.000,2016-04-10 00:00:00.000,Gregory Stanley,"67 Namekagon Crossing",,Pasarkayu,,,Indonesia,2.8300,Checque,2016-09-17 00:00:00.000,Complete,2016-09-17 00:00:00.000
4135,206,60,2016-03-23 00:00:00.000,2016-06-19 00:00:00.000,Ronald Palmer,"21 Old Shore Place",,Tujing,,,China,9.0100,Checque,2016-12-22 00:00:00.000,New,2016-12-22 00:00:00.000
4136,209,10,2016-11-07 00:00:00.000,2016-11-21 00:00:00.000,Harry Robinson,"740 Toban Court",,Liujiage,,,China,7.1300,Card,2016-09-20 00:00:00.000,New,2016-11-21 00:00:00.000
4137,214,83,2016-05-20 00:00:00.000,2016-04-08 00:00:00.000,Joan Torres,"5167 Laurel Drive",,Nirji,,,China,9.8100,Card,2016-09-13 00:00:00.000,Complete,2016-09-13 00:00:00.000
4138,207,47,2016-07-17 00:00:00.000,2016-10-03 00:00:00.000,Carlos Jones,"4 Fuller Lane",,Detroit,Michigan,"48258",United States,8.0200,Card,2016-11-16 00:00:00.000,On Hold,2016-11-16 00:00:00.000
4139,214,92,2016-07-17 00:00:00.000,2017-01-23 00:00:00.000,Terry Freeman,"738 Vernon Road",,Veverská Bítýška,,"664 71",Czech Republic,1.9300,Checque,2016-04-04 00:00:00.000,Complete,2017-01-23 00:00:00.000
4140,204,92,2016-06-09 00:00:00.000,2016-05-06 00:00:00.000,Rose Hunt,"3242 Bunting Trail",,Schaumburg,Illinois,"60193",United States,7.6500,Checque,2016-07-03 00:00:00.000,On Hold,2016-07-03 00:00:00.000
4141,214,12,2016-11-19 00:00:00.000,2017-03-16 00:00:00.000,Harry Reid,"395 Hauk Road",,Rudky,,,Ukraine,5.2300,Card,2017-01-18 00:00:00.000,On Hold,2017-03-16 00:00:00.000
4142,212,88,2016-12-25 00:00:00.000,2016-12-14 00:00:00.000,Fred Olson,"9311 Old Gate Park",,Hejiabao,,,China,4.0200,Checque,2016-05-16 00:00:00.000,New,2016-12-25 00:00:00.000
4143,217,79,2016-06-14 00:00:00.000,2016-08-25 00:00:00.000,Paul Arnold,"08347 Comanche Pass",,Bukovec,,"739 84",Czech Republic,6.0200,Card,2016-05-08 00:00:00.000,New,2016-08-25 00:00:00.000
4144,216,56,2016-06-03 00:00:00.000,2016-07-22 00:00:00.000,Carolyn Woods,"55 Stoughton Pass",,Shengmi,,,China,7.3200,Card,2016-07-27 00:00:00.000,New,2016-07-27 00:00:00.000
4145,218,84,2016-07-02 00:00:00.000,2016-11-05 00:00:00.000,Craig Schmidt,"2 Stephen Plaza",,Arhust,,,Mongolia,3.3100,Checque,2016-06-17 00:00:00.000,New,2016-11-05 00:00:00.000
4146,219,13,2016-09-02 00:00:00.000,2017-01-29 00:00:00.000,Antonio Jordan,"452 Clemons Court",,København,Region Hovedstaden,"1787",Denmark,4.8400,Card,2016-11-10 00:00:00.000,Complete,2017-01-29 00:00:00.000
4147,212,51,2016-10-19 00:00:00.000,2017-01-20 00:00:00.000,Carol Evans,"1649 Crescent Oaks Road",,Roubaix,Nord-Pas-de-Calais,"59100",France,7.7100,Card,2017-03-08 00:00:00.000,On Hold,2017-03-08 00:00:00.000
4148,217,26,2016-04-16 00:00:00.000,2016-11-28 00:00:00.000,Steven Torres,"73679 Morning Drive",,Ayotupas,,,Indonesia,7.0000,Card,2016-06-12 00:00:00.000,On Hold,2016-11-28 00:00:00.000
4149,215,1,2017-02-06 00:00:00.000,2016-10-27 00:00:00.000,Louis Watson,"03 Golf View Way",,Madaoua,,,Niger,4.4500,Checque,2016-07-22 00:00:00.000,Complete,2017-02-06 00:00:00.000
4150,210,100,2017-01-14 00:00:00.000,2016-11-12 00:00:00.000,Robin Reynolds,"5 Hagan Hill",,Huacaschuque,,,Peru,7.3700,Checque,2017-02-09 00:00:00.000,New,2017-02-09 00:00:00.000
4151,217,24,2016-09-06 00:00:00.000,2016-10-11 00:00:00.000,Julia Gilbert,"3 Manitowish Avenue",,Passos,Viana do Castelo,"4990-770",Portugal,1.7600,Card,2016-07-16 00:00:00.000,New,2016-10-11 00:00:00.000
4152,210,90,2016-05-26 00:00:00.000,2016-07-14 00:00:00.000,Chris Chavez,"0 Birchwood Plaza",,Odivelas,Lisboa,"2675-080",Portugal,8.3500,Cash,2017-02-05 00:00:00.000,On Hold,2017-02-05 00:00:00.000
4153,220,79,2016-10-27 00:00:00.000,2016-08-14 00:00:00.000,Adam Morrison,"04510 West Circle",,Weda,,,Indonesia,8.8400,Checque,2016-10-05 00:00:00.000,On Hold,2016-10-27 00:00:00.000
4154,210,57,2017-02-21 00:00:00.000,2016-09-28 00:00:00.000,Doris Snyder,"37027 Hintze Parkway",,Vakhrushi,,"613110",Russia,2.7500,Cash,2016-12-02 00:00:00.000,Complete,2017-02-21 00:00:00.000
4155,202,24,2017-02-03 00:00:00.000,2016-08-03 00:00:00.000,Lisa Fisher,"919 Warner Circle",,Kanbe,,,Myanmar,2.4800,Checque,2016-12-23 00:00:00.000,New,2017-02-03 00:00:00.000
4156,213,89,2017-01-26 00:00:00.000,2016-06-25 00:00:00.000,Gloria Murphy,"6750 Hansons Center",,Saint Petersburg,,"190990",Russia,2.8800,Cash,2017-01-31 00:00:00.000,On Hold,2017-01-31 00:00:00.000
4157,219,83,2016-08-03 00:00:00.000,2016-06-15 00:00:00.000,Sara Mcdonald,"88365 Namekagon Park",,Maofan,,,China,4.6900,Cash,2016-09-22 00:00:00.000,New,2016-09-22 00:00:00.000
4158,202,79,2016-08-13 00:00:00.000,2016-10-08 00:00:00.000,John Barnes,"41 Springs Plaza",,Carangola,,"36800-000",Brazil,4.8400,Checque,2016-11-25 00:00:00.000,New,2016-11-25 00:00:00.000
4159,215,84,2016-11-30 00:00:00.000,2017-02-27 00:00:00.000,Bobby Matthews,"39153 Kipling Trail",,Now Zād,,,Afghanistan,7.5600,Cash,2016-09-25 00:00:00.000,Shipped,2017-02-27 00:00:00.000
4160,216,40,2016-07-27 00:00:00.000,2016-12-05 00:00:00.000,Robin Greene,"899 Waubesa Alley",,Vellinge,Skåne,"235 93",Sweden,4.1700,Card,2016-12-22 00:00:00.000,New,2016-12-22 00:00:00.000
4161,211,91,2017-03-12 00:00:00.000,2016-09-11 00:00:00.000,Joseph Long,"3 Nobel Terrace",,Bukabu,,,Indonesia,2.2600,Card,2016-10-26 00:00:00.000,On Hold,2017-03-12 00:00:00.000
4162,204,94,2016-10-08 00:00:00.000,2016-09-26 00:00:00.000,Lisa Rodriguez,"880 Arizona Terrace",,Elena,,"5815",Argentina,3.1300,Cash,2016-06-15 00:00:00.000,Shipped,2016-10-08 00:00:00.000
4163,208,49,2017-02-23 00:00:00.000,2016-06-05 00:00:00.000,Douglas Parker,"79 Mariners Cove Plaza",,Şafāshahr,,,Iran,1.8300,Cash,2016-10-26 00:00:00.000,On Hold,2017-02-23 00:00:00.000
4164,201,23,2016-10-31 00:00:00.000,2017-01-07 00:00:00.000,Laura Stewart,"97911 Meadow Ridge Road",,Hexi,,,China,1.2400,Checque,2017-03-08 00:00:00.000,Shipped,2017-03-08 00:00:00.000
4165,202,27,2017-01-07 00:00:00.000,2016-10-05 00:00:00.000,Matthew Jordan,"29 Lakewood Trail",,Kalkal Barat,,,Indonesia,9.1900,Card,2016-09-03 00:00:00.000,Shipped,2017-01-07 00:00:00.000
4166,218,61,2016-03-31 00:00:00.000,2017-03-03 00:00:00.000,Denise Mason,"79 Carberry Alley",,Vạn Giã,,,Vietnam,7.7800,Card,2016-03-23 00:00:00.000,New,2017-03-03 00:00:00.000
4167,220,56,2016-11-12 00:00:00.000,2016-06-18 00:00:00.000,Phillip Castillo,"9910 Reindahl Parkway",,Shangyanzhuang,,,China,2.4800,Card,2016-07-14 00:00:00.000,Complete,2016-11-12 00:00:00.000
4168,201,41,2016-07-10 00:00:00.000,2016-07-29 00:00:00.000,Dorothy Nelson,"8 Hermina Terrace",,Petrolina,,"56300-000",Brazil,1.5200,Checque,2016-11-11 00:00:00.000,Shipped,2016-11-11 00:00:00.000
4169,218,100,2016-12-18 00:00:00.000,2016-12-02 00:00:00.000,Lawrence Willis,"21 Northland Trail",,Bukor,,,Serbia,2.2800,Card,2017-01-06 00:00:00.000,New,2017-01-06 00:00:00.000
4170,218,6,2016-10-31 00:00:00.000,2016-10-20 00:00:00.000,Jonathan Banks,"5748 Kings Hill",,Tianning,,,China,5.7100,Checque,2016-06-02 00:00:00.000,Shipped,2016-10-31 00:00:00.000
4171,211,93,2016-11-16 00:00:00.000,2017-01-20 00:00:00.000,Gary Green,"001 Straubel Point",,Huangshapu,,,China,3.6000,Cash,2016-12-12 00:00:00.000,Complete,2017-01-20 00:00:00.000
4172,203,46,2016-10-16 00:00:00.000,2016-09-08 00:00:00.000,Nancy Bryant,"367 Gateway Park",,Zhutang,,,China,2.1900,Cash,2017-02-15 00:00:00.000,Shipped,2017-02-15 00:00:00.000
4173,208,72,2016-08-27 00:00:00.000,2016-04-09 00:00:00.000,Jeremy Rose,"8 Service Lane",,Jinshandian,,,China,8.0900,Checque,2017-01-18 00:00:00.000,On Hold,2017-01-18 00:00:00.000
4174,212,88,2016-06-25 00:00:00.000,2016-08-21 00:00:00.000,Rebecca Gibson,"74 American Crossing",,Canmang,,,China,1.3100,Card,2017-02-08 00:00:00.000,New,2017-02-08 00:00:00.000
4175,208,75,2017-02-28 00:00:00.000,2017-01-03 00:00:00.000,Marilyn Hanson,"676 Service Crossing",,Racławice,,"32-222",Poland,2.8800,Checque,2017-02-18 00:00:00.000,New,2017-02-28 00:00:00.000
4176,204,1,2016-09-23 00:00:00.000,2016-08-16 00:00:00.000,Denise Hanson,"8 Lakewood Crossing",,Huaizhong,,,China,9.4800,Card,2016-12-30 00:00:00.000,On Hold,2016-12-30 00:00:00.000
4177,204,20,2017-03-02 00:00:00.000,2016-12-27 00:00:00.000,John Shaw,"4752 Meadow Ridge Lane",,Sosnovo-Ozerskoye,,"612955",Russia,7.1700,Checque,2016-06-21 00:00:00.000,On Hold,2017-03-02 00:00:00.000
4178,202,30,2016-03-20 00:00:00.000,2016-10-17 00:00:00.000,Russell Fernandez,"5941 Esch Lane",,Shuiyang,,,China,1.0400,Checque,2017-01-05 00:00:00.000,On Hold,2017-01-05 00:00:00.000
4179,202,27,2017-01-14 00:00:00.000,2016-07-31 00:00:00.000,Annie Ruiz,"67778 Butterfield Trail",,Qalyūb,,,Egypt,5.5100,Card,2016-05-12 00:00:00.000,Shipped,2017-01-14 00:00:00.000
4180,208,1,2017-03-16 00:00:00.000,2016-04-04 00:00:00.000,Ashley Gonzales,"88504 Johnson Street",,Salingogan,,"6417",Philippines,7.5600,Checque,2016-07-26 00:00:00.000,Shipped,2017-03-16 00:00:00.000
4181,203,70,2016-03-25 00:00:00.000,2016-11-06 00:00:00.000,Richard George,"54 3rd Circle",,Haibeitou,,,China,1.9900,Cash,2016-09-05 00:00:00.000,New,2016-11-06 00:00:00.000
4182,219,69,2016-04-11 00:00:00.000,2017-02-03 00:00:00.000,David Harris,"2 Menomonie Pass",,Oslo,Oslo,"0188",Norway,1.9300,Checque,2016-11-30 00:00:00.000,Shipped,2017-02-03 00:00:00.000
4183,211,25,2016-12-08 00:00:00.000,2016-11-16 00:00:00.000,Catherine Reynolds,"302 Autumn Leaf Parkway",,Lameiras,Lisboa,"2715-145",Portugal,6.6800,Cash,2016-04-02 00:00:00.000,Shipped,2016-12-08 00:00:00.000
4184,217,73,2016-06-19 00:00:00.000,2016-11-29 00:00:00.000,Donald Moreno,"690 Laurel Park",,Sinisian,,"4212",Philippines,3.1000,Checque,2017-01-06 00:00:00.000,New,2017-01-06 00:00:00.000
4185,210,34,2016-07-03 00:00:00.000,2016-05-23 00:00:00.000,Ryan Thomas,"45044 Harper Place",,Madīnat Lab‘ūs,,,Yemen,6.3100,Cash,2016-06-27 00:00:00.000,Complete,2016-07-03 00:00:00.000
4186,206,91,2016-05-26 00:00:00.000,2016-09-09 00:00:00.000,Ruby Lynch,"8350 Karstens Parkway",,Puyo,,,Ecuador,6.0700,Checque,2016-05-10 00:00:00.000,Shipped,2016-09-09 00:00:00.000
4187,208,64,2016-05-31 00:00:00.000,2016-10-16 00:00:00.000,Linda Robinson,"6069 Chive Plaza",,Joutseno,,"54101",Finland,3.1100,Card,2016-05-15 00:00:00.000,Shipped,2016-10-16 00:00:00.000
4188,216,41,2017-02-07 00:00:00.000,2016-03-28 00:00:00.000,Bonnie Morris,"2611 Comanche Junction",,Lacombe,Alberta,T4L,Canada,2.5300,Checque,2016-08-31 00:00:00.000,New,2017-02-07 00:00:00.000
4189,206,51,2016-12-20 00:00:00.000,2016-12-08 00:00:00.000,Dennis Gardner,"2348 Blue Bill Park Crossing",,Ngkiong,,,Indonesia,5.1000,Checque,2016-11-28 00:00:00.000,New,2016-12-20 00:00:00.000
4190,220,54,2016-08-06 00:00:00.000,2016-08-27 00:00:00.000,Carolyn Matthews,"817 Ohio Point",,Orekhovo-Zuyevo,,"142609",Russia,7.5200,Card,2016-03-22 00:00:00.000,On Hold,2016-08-27 00:00:00.000
4191,207,96,2016-07-03 00:00:00.000,2016-06-18 00:00:00.000,Jesse Parker,"3 Eastwood Terrace",,Berezovo,,,Ukraine,6.6400,Checque,2016-05-07 00:00:00.000,New,2016-07-03 00:00:00.000
4192,216,18,2016-06-05 00:00:00.000,2017-01-11 00:00:00.000,Ann Gilbert,"6 Oak Valley Lane",,Caijiang,,,China,3.7200,Cash,2016-11-17 00:00:00.000,On Hold,2017-01-11 00:00:00.000
4193,208,22,2016-06-26 00:00:00.000,2017-02-22 00:00:00.000,Martha Hawkins,"57581 Union Road",,Ilinden,,"1041",Macedonia,5.6400,Cash,2016-05-23 00:00:00.000,On Hold,2017-02-22 00:00:00.000
4194,207,42,2017-02-03 00:00:00.000,2017-01-08 00:00:00.000,Jeffrey Hart,"83 Green Ridge Point",,Wangcheng,,,China,1.1500,Checque,2016-12-07 00:00:00.000,Shipped,2017-02-03 00:00:00.000
4195,217,28,2016-10-18 00:00:00.000,2016-05-01 00:00:00.000,Joseph Riley,"54373 Coleman Street",,Karangbungur,,,Indonesia,5.9000,Cash,2016-04-23 00:00:00.000,Complete,2016-10-18 00:00:00.000
4196,207,78,2016-07-09 00:00:00.000,2016-07-15 00:00:00.000,Brian Dean,"9 Stone Corner Hill",,Dambulla,,"21100",Sri Lanka,5.1500,Checque,2016-07-09 00:00:00.000,On Hold,2016-07-15 00:00:00.000
4197,204,38,2016-07-19 00:00:00.000,2016-04-13 00:00:00.000,Christine Campbell,"47302 Porter Junction",,Dananshan,,,China,6.7400,Card,2016-11-07 00:00:00.000,Complete,2016-11-07 00:00:00.000
4198,201,7,2017-03-02 00:00:00.000,2016-08-16 00:00:00.000,Ruth Mcdonald,"401 Erie Avenue",,Borkowice,,"26-422",Poland,3.2400,Cash,2016-04-17 00:00:00.000,New,2017-03-02 00:00:00.000
4199,216,87,2016-12-14 00:00:00.000,2017-03-05 00:00:00.000,Jean Armstrong,"450 Sullivan Avenue",,Carpenter,,"2009",Philippines,4.2500,Cash,2016-07-11 00:00:00.000,Complete,2017-03-05 00:00:00.000
4200,218,8,2017-02-01 00:00:00.000,2016-04-17 00:00:00.000,Gary Price,"775 Butterfield Lane",,Vaasa,,"66999",Finland,5.3600,Card,2016-07-09 00:00:00.000,Shipped,2017-02-01 00:00:00.000
4201,217,77,2016-11-10 00:00:00.000,2016-11-13 00:00:00.000,Carolyn Scott,"5878 Badeau Lane",,Kazanskaya,,"396614",Russia,7.9400,Card,2016-12-09 00:00:00.000,New,2016-12-09 00:00:00.000
4202,204,10,2016-08-12 00:00:00.000,2016-03-21 00:00:00.000,Earl Anderson,"9 Roth Court",,Governor’s Harbour,,,Bahamas,2.4700,Card,2016-08-06 00:00:00.000,Complete,2016-08-12 00:00:00.000
4203,204,54,2016-05-26 00:00:00.000,2016-04-18 00:00:00.000,Elizabeth Kelley,"70 Burrows Street",,Fucheng,,,China,9.9400,Cash,2016-08-24 00:00:00.000,Shipped,2016-08-24 00:00:00.000
4204,208,58,2017-03-09 00:00:00.000,2016-04-17 00:00:00.000,Julia Wilson,"46476 Burning Wood Crossing",,Koper,,"6600",Slovenia,3.8200,Card,2016-08-26 00:00:00.000,New,2017-03-09 00:00:00.000
4205,208,85,2016-05-04 00:00:00.000,2016-03-18 00:00:00.000,Jeffrey Oliver,"39 Tennessee Avenue",,Jejkowice,,"44-290",Poland,7.2200,Card,2016-09-23 00:00:00.000,Shipped,2016-09-23 00:00:00.000
4206,220,8,2016-06-16 00:00:00.000,2017-01-03 00:00:00.000,Angela Walker,"579 Miller Street",,Hà Tĩnh,,,Vietnam,1.0400,Checque,2016-05-18 00:00:00.000,Complete,2017-01-03 00:00:00.000
4207,212,55,2016-07-04 00:00:00.000,2016-11-09 00:00:00.000,Karen Hansen,"953 Manufacturers Pass",,Lysekil,Västra Götaland,"453 35",Sweden,8.8100,Checque,2016-03-18 00:00:00.000,New,2016-11-09 00:00:00.000
4208,217,96,2016-10-26 00:00:00.000,2016-07-11 00:00:00.000,Patricia West,"1 Browning Alley",,Huayang,,,China,7.5400,Card,2016-09-15 00:00:00.000,New,2016-10-26 00:00:00.000
4209,203,71,2016-08-04 00:00:00.000,2017-01-01 00:00:00.000,Phillip Gardner,"30438 Mariners Cove Way",,Phu Khiao,,"36110",Thailand,3.0300,Checque,2016-03-31 00:00:00.000,Shipped,2017-01-01 00:00:00.000
4210,207,30,2017-03-08 00:00:00.000,2016-07-21 00:00:00.000,Fred Howard,"45981 Hovde Trail",,Suncheon,,,South Korea,1.1300,Checque,2016-07-14 00:00:00.000,On Hold,2017-03-08 00:00:00.000
4211,217,57,2016-05-28 00:00:00.000,2017-03-11 00:00:00.000,George Wagner,"24863 Messerschmidt Road",,Ningzhong,,,China,6.5000,Checque,2016-07-26 00:00:00.000,New,2017-03-11 00:00:00.000
4212,213,19,2016-11-28 00:00:00.000,2016-06-09 00:00:00.000,Clarence Russell,"85 Kropf Circle",,Ouro Branco,,"59347-000",Brazil,6.8800,Checque,2016-04-02 00:00:00.000,On Hold,2016-11-28 00:00:00.000
4213,217,51,2016-06-25 00:00:00.000,2016-05-25 00:00:00.000,Jane Johnston,"1708 Corscot Pass",,Şafāshahr,,,Iran,9.1600,Cash,2016-10-12 00:00:00.000,Complete,2016-10-12 00:00:00.000
4214,203,88,2017-02-19 00:00:00.000,2016-03-25 00:00:00.000,John Adams,"100 Hollow Ridge Way",,Satita,,,Syria,3.0100,Cash,2016-11-19 00:00:00.000,Shipped,2017-02-19 00:00:00.000
4215,202,12,2017-01-26 00:00:00.000,2016-10-07 00:00:00.000,Diana Graham,"12 Esch Park",,Krasnokamensk,,"662955",Russia,9.2900,Checque,2016-06-10 00:00:00.000,Shipped,2017-01-26 00:00:00.000
4216,211,66,2016-07-19 00:00:00.000,2016-11-30 00:00:00.000,John Henry,"448 Hanover Trail",,Phitsanulok,,"65000",Thailand,7.2300,Card,2016-09-22 00:00:00.000,Shipped,2016-11-30 00:00:00.000
4217,218,98,2016-11-20 00:00:00.000,2016-11-12 00:00:00.000,Donna Bradley,"92136 Arkansas Avenue",,Balong Wetan,,,Indonesia,7.7900,Card,2016-12-18 00:00:00.000,New,2016-12-18 00:00:00.000
4218,206,5,2016-05-04 00:00:00.000,2016-08-19 00:00:00.000,Kevin Harper,"2911 Laurel Point",,Patapan,,,Indonesia,1.5200,Card,2016-03-20 00:00:00.000,On Hold,2016-08-19 00:00:00.000
4219,205,76,2016-11-15 00:00:00.000,2016-12-12 00:00:00.000,Margaret Hanson,"9603 Northridge Junction",,Mwembe,,,Tanzania,4.7600,Cash,2017-03-14 00:00:00.000,Shipped,2017-03-14 00:00:00.000
4220,206,62,2016-12-30 00:00:00.000,2016-10-23 00:00:00.000,Henry Bradley,"84 Lake View Plaza",,Zheleznovodsk,,"357408",Russia,8.0800,Cash,2017-02-23 00:00:00.000,Complete,2017-02-23 00:00:00.000
4221,218,91,2016-08-07 00:00:00.000,2016-08-31 00:00:00.000,Jane Fowler,"2484 Hoepker Hill",,Huangcun,,,China,9.3400,Card,2017-01-10 00:00:00.000,Complete,2017-01-10 00:00:00.000
4222,207,19,2016-05-22 00:00:00.000,2016-06-25 00:00:00.000,Kimberly Peterson,"5851 Carey Crossing",,Pochuta,,"04008",Guatemala,9.1600,Card,2016-04-25 00:00:00.000,Shipped,2016-06-25 00:00:00.000
4223,203,69,2017-02-13 00:00:00.000,2016-09-18 00:00:00.000,Nicholas Simpson,"9 Hudson Way",,Chashan,,,China,5.3700,Checque,2017-01-01 00:00:00.000,On Hold,2017-02-13 00:00:00.000
4224,214,71,2017-02-28 00:00:00.000,2016-06-18 00:00:00.000,Carol Rodriguez,"78 Grayhawk Place",,Luntas,,,Indonesia,1.7600,Card,2016-10-06 00:00:00.000,Shipped,2017-02-28 00:00:00.000
4225,207,34,2017-03-06 00:00:00.000,2016-07-20 00:00:00.000,Jessica Mason,"65 Merrick Lane",,Křižanov,,"789 01",Czech Republic,9.7500,Card,2016-12-28 00:00:00.000,New,2017-03-06 00:00:00.000
4226,209,74,2016-06-04 00:00:00.000,2017-01-15 00:00:00.000,Jeffrey Sims,"05441 Wayridge Pass",,Rennes,Bretagne,"35047 CEDEX 9",France,9.0900,Checque,2016-05-19 00:00:00.000,Shipped,2017-01-15 00:00:00.000
4227,205,74,2016-09-09 00:00:00.000,2017-01-06 00:00:00.000,Arthur Simmons,"733 Logan Circle",,Dzhankoy,,,Ukraine,2.5100,Checque,2017-01-25 00:00:00.000,New,2017-01-25 00:00:00.000
4228,207,52,2017-01-30 00:00:00.000,2017-01-08 00:00:00.000,Kevin Williams,"3561 6th Trail",,Narganá,,,Panama,7.3200,Cash,2016-06-24 00:00:00.000,On Hold,2017-01-30 00:00:00.000
4229,209,76,2016-05-05 00:00:00.000,2016-07-11 00:00:00.000,Joe Stewart,"0314 Ryan Parkway",,San Jose,Oaxaca,"69570",Mexico,9.2800,Checque,2016-05-06 00:00:00.000,Shipped,2016-07-11 00:00:00.000
4230,214,2,2016-09-19 00:00:00.000,2016-09-08 00:00:00.000,Walter Barnes,"80695 Stone Corner Road",,Busdi,,"6210",Philippines,5.9700,Checque,2016-07-19 00:00:00.000,Shipped,2016-09-19 00:00:00.000
4231,211,55,2016-08-27 00:00:00.000,2016-10-04 00:00:00.000,Sean Holmes,"91 Becker Drive",,Gezan,,,China,3.8100,Checque,2016-06-14 00:00:00.000,Shipped,2016-10-04 00:00:00.000
4232,209,14,2016-04-01 00:00:00.000,2017-03-06 00:00:00.000,Sandra Perez,"45373 Buhler Park",,Ust’-Kut,,"162176",Russia,4.2500,Cash,2017-01-22 00:00:00.000,Shipped,2017-03-06 00:00:00.000
4233,205,96,2016-09-27 00:00:00.000,2016-07-03 00:00:00.000,Sara Kelly,"73457 Buhler Court",,Sima,,,Comoros,7.2000,Card,2016-12-14 00:00:00.000,Complete,2016-12-14 00:00:00.000
4234,217,74,2016-11-22 00:00:00.000,2017-01-18 00:00:00.000,Edward Reid,"02 Westport Trail",,Tchaourou,,,Benin,3.5000,Cash,2016-12-25 00:00:00.000,New,2017-01-18 00:00:00.000
4235,206,69,2016-03-17 00:00:00.000,2016-10-29 00:00:00.000,Betty Cook,"83578 Ohio Avenue",,Stockholm,Stockholm,"101 22",Sweden,6.1700,Checque,2016-09-02 00:00:00.000,On Hold,2016-10-29 00:00:00.000
4236,217,97,2017-02-06 00:00:00.000,2016-07-01 00:00:00.000,Diana Ellis,"49 Jenna Circle",,Yanshan,,,China,6.0600,Checque,2016-07-16 00:00:00.000,Complete,2017-02-06 00:00:00.000
